Date,Product,Quantity
2023-03-23,Shampoo,18
2023-03-23,Sparkling Water,47
2023-03-23,Whole Wheat Bread,41
2023-03-24,Cat Food,23
2023-03-24,Chocolate Bars,19
2023-03-24,Coffee Beans,46
2023-03-24,Energy Drinks,24
2023-03-24,Laundry Detergent,11
2023-03-24,Olive Oil,18
2023-03-24,Organic Green Tea,35
2023-03-24,Shampoo,21
2023-03-24,Sparkling Water,46
2023-03-24,Whole Wheat Bread,49
2023-03-25,Cat Food,27
2023-03-25,Chocolate Bars,22
2023-03-25,Coffee Beans,45
2023-03-25,Energy Drinks,53
2023-03-25,Laundry Detergent,11
2023-03-25,Olive Oil,18
2023-03-25,Organic Green Tea,42
2023-03-25,Shampoo,19
2023-03-25,Sparkling Water,67
2023-03-25,Whole Wheat Bread,44
2023-03-26,Cat Food,18
2023-03-26,Chocolate Bars,17
2023-03-26,Coffee Beans,43
2023-03-26,Energy Drinks,32
2023-03-26,Laundry Detergent,13
2023-03-26,Olive Oil,18
2023-03-26,Organic Green Tea,31
2023-03-26,Shampoo,18
2023-03-26,Sparkling Water,51
2023-03-26,Whole Wheat Bread,57
2023-03-27,Cat Food,23
2023-03-27,Chocolate Bars,17
2023-03-27,Coffee Beans,35
2023-03-27,Energy Drinks,38
2023-03-27,Laundry Detergent,8
2023-03-27,Olive Oil,20
2023-03-27,Organic Green Tea,36
2023-03-27,Shampoo,19
2023-03-27,Sparkling Water,54
2023-03-27,Whole Wheat Bread,45
2023-03-28,Cat Food,23
2023-03-28,Chocolate Bars,22
2023-03-28,Coffee Beans,43
2023-03-28,Energy Drinks,36
2023-03-28,Laundry Detergent,16
2023-03-28,Olive Oil,20
2023-03-28,Organic Green Tea,38
2023-03-28,Shampoo,20
2023-03-28,Sparkling Water,59
2023-03-28,Whole Wheat Bread,46
2023-03-29,Cat Food,22
2023-03-29,Chocolate Bars,21
2023-03-29,Coffee Beans,40
2023-03-29,Energy Drinks,19
2023-03-29,Laundry Detergent,13
2023-03-29,Olive Oil,19
2023-03-29,Organic Green Tea,35
2023-03-29,Shampoo,23
2023-03-29,Sparkling Water,63
2023-03-29,Whole Wheat Bread,53
2023-03-30,Cat Food,24
2023-03-30,Chocolate Bars,20
2023-03-30,Coffee Beans,35
2023-03-30,Energy Drinks,27
2023-03-30,Laundry Detergent,15
2023-03-30,Olive Oil,19
2023-03-30,Organic Green Tea,39
2023-03-30,Shampoo,21
2023-03-30,Sparkling Water,51
2023-03-30,Whole Wheat Bread,41
2023-03-31,Cat Food,37
2023-03-31,Chocolate Bars,23
2023-03-31,Coffee Beans,54
2023-03-31,Energy Drinks,57
2023-03-31,Laundry Detergent,14
2023-03-31,Olive Oil,26
2023-03-31,Organic Green Tea,45
2023-03-31,Shampoo,30
2023-03-31,Sparkling Water,73
2023-03-31,Whole Wheat Bread,60
2023-04-01,Cat Food,39
2023-04-01,Chocolate Bars,34
2023-04-01,Coffee Beans,66
2023-04-01,Energy Drinks,48
2023-04-01,Laundry Detergent,21
2023-04-01,Olive Oil,23
2023-04-01,Organic Green Tea,64
2023-04-01,Shampoo,27
2023-04-01,Sparkling Water,69
2023-04-01,Whole Wheat Bread,67
2023-04-02,Cat Food,38
2023-04-02,Chocolate Bars,18
2023-04-02,Coffee Beans,84
2023-04-02,Energy Drinks,60
2023-04-02,Laundry Detergent,23
2023-04-02,Olive Oil,27
2023-04-02,Organic Green Tea,66
2023-04-02,Shampoo,26
2023-04-02,Sparkling Water,74
2023-04-02,Whole Wheat Bread,82
2023-04-03,Cat Food,31
2023-04-03,Chocolate Bars,27
2023-04-03,Coffee Beans,49
2023-04-03,Energy Drinks,48
2023-04-03,Laundry Detergent,15
2023-04-03,Olive Oil,21
2023-04-03,Organic Green Tea,45
2023-04-03,Shampoo,26
2023-04-03,Sparkling Water,68
2023-04-03,Whole Wheat Bread,53
2023-04-04,Cat Food,38
2023-04-04,Chocolate Bars,36
2023-04-04,Coffee Beans,53
2023-04-04,Energy Drinks,54
2023-04-04,Laundry Detergent,20
2023-04-04,Olive Oil,28
2023-04-04,Organic Green Tea,44
2023-04-04,Shampoo,29
2023-04-04,Sparkling Water,72
2023-04-04,Whole Wheat Bread,49
2023-04-05,Cat Food,34
2023-04-05,Chocolate Bars,18
2023-04-05,Coffee Beans,52
2023-04-05,Energy Drinks,44
2023-04-05,Laundry Detergent,17
2023-04-05,Olive Oil,21
2023-04-05,Organic Green Tea,59
2023-04-05,Shampoo,25
2023-04-05,Sparkling Water,89
2023-04-05,Whole Wheat Bread,64
2023-04-06,Cat Food,39
2023-04-06,Chocolate Bars,23
2023-04-06,Coffee Beans,42
2023-04-06,Energy Drinks,37
2023-04-06,Laundry Detergent,14
2023-04-06,Olive Oil,25
2023-04-06,Organic Green Tea,57
2023-04-06,Shampoo,28
2023-04-06,Sparkling Water,64
2023-04-06,Whole Wheat Bread,66
2023-04-07,Cat Food,38
2023-04-07,Chocolate Bars,28
2023-04-07,Coffee Beans,60
2023-04-07,Energy Drinks,64
2023-04-07,Laundry Detergent,18
2023-04-07,Olive Oil,23
2023-04-07,Organic Green Tea,49
2023-04-07,Shampoo,29
2023-04-07,Sparkling Water,90
2023-04-07,Whole Wheat Bread,77
2023-04-08,Cat Food,35
2023-04-08,Chocolate Bars,39
2023-04-08,Coffee Beans,71
2023-04-08,Energy Drinks,92
2023-04-08,Laundry Detergent,20
2023-04-08,Olive Oil,27
2023-04-08,Organic Green Tea,55
2023-04-08,Shampoo,27
2023-04-08,Sparkling Water,87
2023-04-08,Whole Wheat Bread,73
2023-04-09,Cat Food,31
2023-04-09,Chocolate Bars,30
2023-04-09,Coffee Beans,71
2023-04-09,Energy Drinks,77
2023-04-09,Laundry Detergent,17
2023-04-09,Olive Oil,24
2023-04-09,Organic Green Tea,50
2023-04-09,Shampoo,27
2023-04-09,Sparkling Water,89
2023-04-09,Whole Wheat Bread,71
2023-04-10,Cat Food,32
2023-04-10,Chocolate Bars,24
2023-04-10,Coffee Beans,54
2023-04-10,Energy Drinks,48
2023-04-10,Laundry Detergent,21
2023-04-10,Olive Oil,21
2023-04-10,Organic Green Tea,40
2023-04-10,Shampoo,30
2023-04-10,Sparkling Water,63
2023-04-10,Whole Wheat Bread,70
2023-04-11,Cat Food,33
2023-04-11,Chocolate Bars,16
2023-04-11,Coffee Beans,43
2023-04-11,Energy Drinks,34
2023-04-11,Laundry Detergent,14
2023-04-11,Olive Oil,25
2023-04-11,Organic Green Tea,46
2023-04-11,Shampoo,25
2023-04-11,Sparkling Water,39
2023-04-11,Whole Wheat Bread,57
2023-04-12,Cat Food,33
2023-04-12,Chocolate Bars,27
2023-04-12,Coffee Beans,53
2023-04-12,Energy Drinks,38
2023-04-12,Laundry Detergent,14
2023-04-12,Olive Oil,24
2023-04-12,Organic Green Tea,42
2023-04-12,Shampoo,28
2023-04-12,Sparkling Water,81
2023-04-12,Whole Wheat Bread,66
2023-04-13,Cat Food,26
2023-04-13,Chocolate Bars,28
2023-04-13,Coffee Beans,37
2023-04-13,Energy Drinks,37
2023-04-13,Laundry Detergent,13
2023-04-13,Olive Oil,20
2023-04-13,Organic Green Tea,33
2023-04-13,Shampoo,18
2023-04-13,Sparkling Water,60
2023-04-13,Whole Wheat Bread,48
2023-04-14,Cat Food,27
2023-04-14,Chocolate Bars,21
2023-04-14,Coffee Beans,34
2023-04-14,Energy Drinks,37
2023-04-14,Laundry Detergent,13
2023-04-14,Olive Oil,18
2023-04-14,Organic Green Tea,36
2023-04-14,Shampoo,22
2023-04-14,Sparkling Water,50
2023-04-14,Whole Wheat Bread,49
2023-04-15,Cat Food,35
2023-04-15,Chocolate Bars,34
2023-04-15,Coffee Beans,69
2023-04-15,Energy Drinks,91
2023-04-15,Laundry Detergent,15
2023-04-15,Olive Oil,27
2023-04-15,Organic Green Tea,54
2023-04-15,Shampoo,29
2023-04-15,Sparkling Water,95
2023-04-15,Whole Wheat Bread,68
2023-04-16,Cat Food,34
2023-04-16,Chocolate Bars,37
2023-04-16,Coffee Beans,77
2023-04-16,Energy Drinks,71
2023-04-16,Laundry Detergent,20
2023-04-16,Olive Oil,23
2023-04-16,Organic Green Tea,70
2023-04-16,Shampoo,28
2023-04-16,Sparkling Water,103
2023-04-16,Whole Wheat Bread,72
2023-04-17,Cat Food,36
2023-04-17,Chocolate Bars,28
2023-04-17,Coffee Beans,65
2023-04-17,Energy Drinks,29
2023-04-17,Laundry Detergent,18
2023-04-17,Olive Oil,23
2023-04-17,Organic Green Tea,45
2023-04-17,Shampoo,27
2023-04-17,Sparkling Water,54
2023-04-17,Whole Wheat Bread,49
2023-04-18,Cat Food,36
2023-04-18,Chocolate Bars,24
2023-04-18,Coffee Beans,53
2023-04-18,Energy Drinks,56
2023-04-18,Laundry Detergent,20
2023-04-18,Olive Oil,25
2023-04-18,Organic Green Tea,57
2023-04-18,Shampoo,36
2023-04-18,Sparkling Water,71
2023-04-18,Whole Wheat Bread,62
2023-04-19,Cat Food,32
2023-04-19,Chocolate Bars,34
2023-04-19,Coffee Beans,55
2023-04-19,Energy Drinks,37
2023-04-19,Laundry Detergent,17
2023-04-19,Olive Oil,29
2023-04-19,Organic Green Tea,52
2023-04-19,Shampoo,26
2023-04-19,Sparkling Water,87
2023-04-19,Whole Wheat Bread,68
2023-04-20,Cat Food,31
2023-04-20,Chocolate Bars,30
2023-04-20,Coffee Beans,51
2023-04-20,Energy Drinks,42
2023-04-20,Laundry Detergent,19
2023-04-20,Olive Oil,33
2023-04-20,Organic Green Tea,53
2023-04-20,Shampoo,26
2023-04-20,Sparkling Water,55
2023-04-20,Whole Wheat Bread,63
2023-04-21,Cat Food,35
2023-04-21,Chocolate Bars,29
2023-04-21,Coffee Beans,37
2023-04-21,Energy Drinks,46
2023-04-21,Laundry Detergent,16
2023-04-21,Olive Oil,23
2023-04-21,Organic Green Tea,53
2023-04-21,Shampoo,30
2023-04-21,Sparkling Water,75
2023-04-21,Whole Wheat Bread,70
2023-04-22,Cat Food,27
2023-04-22,Chocolate Bars,19
2023-04-22,Coffee Beans,50
2023-04-22,Energy Drinks,70
2023-04-22,Laundry Detergent,17
2023-04-22,Olive Oil,21
2023-04-22,Organic Green Tea,35
2023-04-22,Shampoo,21
2023-04-22,Sparkling Water,49
2023-04-22,Whole Wheat Bread,55
2023-04-23,Cat Food,24
2023-04-23,Chocolate Bars,30
2023-04-23,Coffee Beans,51
2023-04-23,Energy Drinks,83
2023-04-23,Laundry Detergent,11
2023-04-23,Olive Oil,14
2023-04-23,Organic Green Tea,42
2023-04-23,Shampoo,21
2023-04-23,Sparkling Water,70
2023-04-23,Whole Wheat Bread,50
2023-04-24,Cat Food,25
2023-04-24,Chocolate Bars,23
2023-04-24,Coffee Beans,53
2023-04-24,Energy Drinks,38
2023-04-24,Laundry Detergent,17
2023-04-24,Olive Oil,16
2023-04-24,Organic Green Tea,38
2023-04-24,Shampoo,22
2023-04-24,Sparkling Water,54
2023-04-24,Whole Wheat Bread,48
2023-04-25,Cat Food,39
2023-04-25,Chocolate Bars,26
2023-04-25,Coffee Beans,50
2023-04-25,Energy Drinks,43
2023-04-25,Laundry Detergent,18
2023-04-25,Olive Oil,21
2023-04-25,Organic Green Tea,52
2023-04-25,Shampoo,27
2023-04-25,Sparkling Water,52
2023-04-25,Whole Wheat Bread,57
2023-04-26,Cat Food,37
2023-04-26,Chocolate Bars,36
2023-04-26,Coffee Beans,55
2023-04-26,Energy Drinks,56
2023-04-26,Laundry Detergent,14
2023-04-26,Olive Oil,22
2023-04-26,Organic Green Tea,53
2023-04-26,Shampoo,25
2023-04-26,Sparkling Water,97
2023-04-26,Whole Wheat Bread,70
2023-04-27,Cat Food,31
2023-04-27,Chocolate Bars,25
2023-04-27,Coffee Beans,55
2023-04-27,Energy Drinks,57
2023-04-27,Laundry Detergent,21
2023-04-27,Olive Oil,21
2023-04-27,Organic Green Tea,66
2023-04-27,Shampoo,27
2023-04-27,Sparkling Water,69
2023-04-27,Whole Wheat Bread,72
2023-04-28,Cat Food,38
2023-04-28,Chocolate Bars,24
2023-04-28,Coffee Beans,44
2023-04-28,Energy Drinks,45
2023-04-28,Laundry Detergent,17
2023-04-28,Olive Oil,29
2023-04-28,Organic Green Tea,48
2023-04-28,Shampoo,29
2023-04-28,Sparkling Water,68
2023-04-28,Whole Wheat Bread,71
2023-04-29,Cat Food,41
2023-04-29,Chocolate Bars,29
2023-04-29,Coffee Beans,82
2023-04-29,Energy Drinks,98
2023-04-29,Laundry Detergent,21
2023-04-29,Olive Oil,27
2023-04-29,Organic Green Tea,55
2023-04-29,Shampoo,33
2023-04-29,Sparkling Water,100
2023-04-29,Whole Wheat Bread,71
2023-04-30,Cat Food,33
2023-04-30,Chocolate Bars,23
2023-04-30,Coffee Beans,76
2023-04-30,Energy Drinks,74
2023-04-30,Laundry Detergent,20
2023-04-30,Olive Oil,27
2023-04-30,Organic Green Tea,54
2023-04-30,Shampoo,25
2023-04-30,Sparkling Water,106
2023-04-30,Whole Wheat Bread,74
2023-05-01,Cat Food,34
2023-05-01,Chocolate Bars,32
2023-05-01,Coffee Beans,59
2023-05-01,Energy Drinks,54
2023-05-01,Laundry Detergent,20
2023-05-01,Olive Oil,28
2023-05-01,Organic Green Tea,52
2023-05-01,Shampoo,32
2023-05-01,Sparkling Water,60
2023-05-01,Whole Wheat Bread,74
2023-05-02,Cat Food,29
2023-05-02,Chocolate Bars,13
2023-05-02,Coffee Beans,34
2023-05-02,Energy Drinks,39
2023-05-02,Laundry Detergent,12
2023-05-02,Olive Oil,19
2023-05-02,Organic Green Tea,35
2023-05-02,Shampoo,20
2023-05-02,Sparkling Water,55
2023-05-02,Whole Wheat Bread,38
2023-05-03,Cat Food,26
2023-05-03,Chocolate Bars,15
2023-05-03,Coffee Beans,48
2023-05-03,Energy Drinks,37
2023-05-03,Laundry Detergent,15
2023-05-03,Olive Oil,20
2023-05-03,Organic Green Tea,43
2023-05-03,Shampoo,21
2023-05-03,Sparkling Water,59
2023-05-03,Whole Wheat Bread,53
2023-05-04,Cat Food,20
2023-05-04,Chocolate Bars,12
2023-05-04,Coffee Beans,31
2023-05-04,Energy Drinks,41
2023-05-04,Laundry Detergent,13
2023-05-04,Olive Oil,19
2023-05-04,Organic Green Tea,44
2023-05-04,Shampoo,20
2023-05-04,Sparkling Water,62
2023-05-04,Whole Wheat Bread,46
2023-05-05,Cat Food,22
2023-05-05,Chocolate Bars,20
2023-05-05,Coffee Beans,43
2023-05-05,Energy Drinks,29
2023-05-05,Laundry Detergent,14
2023-05-05,Olive Oil,16
2023-05-05,Organic Green Tea,35
2023-05-05,Shampoo,18
2023-05-05,Sparkling Water,57
2023-05-05,Whole Wheat Bread,50
2023-05-06,Cat Food,25
2023-05-06,Chocolate Bars,24
2023-05-06,Coffee Beans,68
2023-05-06,Energy Drinks,41
2023-05-06,Laundry Detergent,9
2023-05-06,Olive Oil,21
2023-05-06,Organic Green Tea,37
2023-05-06,Shampoo,21
2023-05-06,Sparkling Water,62
2023-05-06,Whole Wheat Bread,59
2023-05-07,Cat Food,23
2023-05-07,Chocolate Bars,23
2023-05-07,Coffee Beans,44
2023-05-07,Energy Drinks,34
2023-05-07,Laundry Detergent,14
2023-05-07,Olive Oil,17
2023-05-07,Organic Green Tea,44
2023-05-07,Shampoo,21
2023-05-07,Sparkling Water,56
2023-05-07,Whole Wheat Bread,45
2023-05-08,Cat Food,25
2023-05-08,Chocolate Bars,16
2023-05-08,Coffee Beans,36
2023-05-08,Energy Drinks,38
2023-05-08,Laundry Detergent,12
2023-05-08,Olive Oil,17
2023-05-08,Organic Green Tea,35
2023-05-08,Shampoo,21
2023-05-08,Sparkling Water,56
2023-05-08,Whole Wheat Bread,44
2023-05-09,Cat Food,26
2023-05-09,Chocolate Bars,16
2023-05-09,Coffee Beans,40
2023-05-09,Energy Drinks,40
2023-05-09,Laundry Detergent,16
2023-05-09,Olive Oil,18
2023-05-09,Organic Green Tea,41
2023-05-09,Shampoo,20
2023-05-09,Sparkling Water,45
2023-05-09,Whole Wheat Bread,46
2023-05-10,Cat Food,30
2023-05-10,Chocolate Bars,22
2023-05-10,Coffee Beans,37
2023-05-10,Energy Drinks,38
2023-05-10,Laundry Detergent,14
2023-05-10,Olive Oil,17
2023-05-10,Organic Green Tea,39
2023-05-10,Shampoo,19
2023-05-10,Sparkling Water,26
2023-05-10,Whole Wheat Bread,44
2023-05-11,Cat Food,26
2023-05-11,Chocolate Bars,18
2023-05-11,Coffee Beans,30
2023-05-11,Energy Drinks,48
2023-05-11,Laundry Detergent,13
2023-05-11,Olive Oil,18
2023-05-11,Organic Green Tea,31
2023-05-11,Shampoo,17
2023-05-11,Sparkling Water,60
2023-05-11,Whole Wheat Bread,56
2023-05-12,Cat Food,29
2023-05-12,Chocolate Bars,22
2023-05-12,Coffee Beans,40
2023-05-12,Energy Drinks,34
2023-05-12,Laundry Detergent,14
2023-05-12,Olive Oil,20
2023-05-12,Organic Green Tea,45
2023-05-12,Shampoo,21
2023-05-12,Sparkling Water,65
2023-05-12,Whole Wheat Bread,44
2023-05-13,Cat Food,30
2023-05-13,Chocolate Bars,20
2023-05-13,Coffee Beans,43
2023-05-13,Energy Drinks,55
2023-05-13,Laundry Detergent,11
2023-05-13,Olive Oil,20
2023-05-13,Organic Green Tea,51
2023-05-13,Shampoo,21
2023-05-13,Sparkling Water,38
2023-05-13,Whole Wheat Bread,50
2023-05-14,Cat Food,30
2023-05-14,Chocolate Bars,25
2023-05-14,Coffee Beans,55
2023-05-14,Energy Drinks,35
2023-05-14,Laundry Detergent,16
2023-05-14,Olive Oil,17
2023-05-14,Organic Green Tea,39
2023-05-14,Shampoo,18
2023-05-14,Sparkling Water,55
2023-05-14,Whole Wheat Bread,54
2023-05-15,Cat Food,27
2023-05-15,Chocolate Bars,26
2023-05-15,Coffee Beans,34
2023-05-15,Energy Drinks,31
2023-05-15,Laundry Detergent,17
2023-05-15,Olive Oil,18
2023-05-15,Organic Green Tea,37
2023-05-15,Shampoo,19
2023-05-15,Sparkling Water,62
2023-05-15,Whole Wheat Bread,42
2023-05-16,Cat Food,21
2023-05-16,Chocolate Bars,23
2023-05-16,Coffee Beans,49
2023-05-16,Energy Drinks,40
2023-05-16,Laundry Detergent,14
2023-05-16,Olive Oil,22
2023-05-16,Organic Green Tea,40
2023-05-16,Shampoo,19
2023-05-16,Sparkling Water,77
2023-05-16,Whole Wheat Bread,46
2023-05-17,Cat Food,28
2023-05-17,Chocolate Bars,19
2023-05-17,Coffee Beans,35
2023-05-17,Energy Drinks,41
2023-05-17,Laundry Detergent,16
2023-05-17,Olive Oil,20
2023-05-17,Organic Green Tea,40
2023-05-17,Shampoo,18
2023-05-17,Sparkling Water,56
2023-05-17,Whole Wheat Bread,50
2023-05-18,Cat Food,29
2023-05-18,Chocolate Bars,22
2023-05-18,Coffee Beans,38
2023-05-18,Energy Drinks,32
2023-05-18,Laundry Detergent,12
2023-05-18,Olive Oil,24
2023-05-18,Organic Green Tea,42
2023-05-18,Shampoo,19
2023-05-18,Sparkling Water,49
2023-05-18,Whole Wheat Bread,46
2023-05-19,Cat Food,26
2023-05-19,Chocolate Bars,19
2023-05-19,Coffee Beans,45
2023-05-19,Energy Drinks,34
2023-05-19,Laundry Detergent,11
2023-05-19,Olive Oil,22
2023-05-19,Organic Green Tea,48
2023-05-19,Shampoo,18
2023-05-19,Sparkling Water,54
2023-05-19,Whole Wheat Bread,48
2023-05-20,Cat Food,31
2023-05-20,Chocolate Bars,25
2023-05-20,Coffee Beans,42
2023-05-20,Energy Drinks,30
2023-05-20,Laundry Detergent,13
2023-05-20,Olive Oil,22
2023-05-20,Organic Green Tea,42
2023-05-20,Shampoo,19
2023-05-20,Sparkling Water,84
2023-05-20,Whole Wheat Bread,50
2023-05-21,Cat Food,29
2023-05-21,Chocolate Bars,23
2023-05-21,Coffee Beans,54
2023-05-21,Energy Drinks,44
2023-05-21,Laundry Detergent,14
2023-05-21,Olive Oil,16
2023-05-21,Organic Green Tea,39
2023-05-21,Shampoo,19
2023-05-21,Sparkling Water,60
2023-05-21,Whole Wheat Bread,45
2023-05-22,Cat Food,28
2023-05-22,Chocolate Bars,20
2023-05-22,Coffee Beans,48
2023-05-22,Energy Drinks,42
2023-05-22,Laundry Detergent,12
2023-05-22,Olive Oil,21
2023-05-22,Organic Green Tea,33
2023-05-22,Shampoo,17
2023-05-22,Sparkling Water,48
2023-05-22,Whole Wheat Bread,50
2023-05-23,Cat Food,40
2023-05-23,Chocolate Bars,28
2023-05-23,Coffee Beans,45
2023-05-23,Energy Drinks,58
2023-05-23,Laundry Detergent,18
2023-05-23,Olive Oil,27
2023-05-23,Organic Green Tea,47
2023-05-23,Shampoo,35
2023-05-23,Sparkling Water,68
2023-05-23,Whole Wheat Bread,85
2023-05-24,Cat Food,40
2023-05-24,Chocolate Bars,22
2023-05-24,Coffee Beans,59
2023-05-24,Energy Drinks,57
2023-05-24,Laundry Detergent,18
2023-05-24,Olive Oil,26
2023-05-24,Organic Green Tea,54
2023-05-24,Shampoo,29
2023-05-24,Sparkling Water,68
2023-05-24,Whole Wheat Bread,65
2023-05-25,Cat Food,28
2023-05-25,Chocolate Bars,22
2023-05-25,Coffee Beans,59
2023-05-25,Energy Drinks,49
2023-05-25,Laundry Detergent,16
2023-05-25,Olive Oil,27
2023-05-25,Organic Green Tea,65
2023-05-25,Shampoo,25
2023-05-25,Sparkling Water,86
2023-05-25,Whole Wheat Bread,72
2023-05-26,Cat Food,37
2023-05-26,Chocolate Bars,22
2023-05-26,Coffee Beans,60
2023-05-26,Energy Drinks,50
2023-05-26,Laundry Detergent,20
2023-05-26,Olive Oil,31
2023-05-26,Organic Green Tea,54
2023-05-26,Shampoo,27
2023-05-26,Sparkling Water,101
2023-05-26,Whole Wheat Bread,73
2023-05-27,Cat Food,44
2023-05-27,Chocolate Bars,24
2023-05-27,Coffee Beans,61
2023-05-27,Energy Drinks,56
2023-05-27,Laundry Detergent,21
2023-05-27,Olive Oil,27
2023-05-27,Organic Green Tea,60
2023-05-27,Shampoo,31
2023-05-27,Sparkling Water,103
2023-05-27,Whole Wheat Bread,65
2023-05-28,Cat Food,34
2023-05-28,Chocolate Bars,25
2023-05-28,Coffee Beans,56
2023-05-28,Energy Drinks,83
2023-05-28,Laundry Detergent,19
2023-05-28,Olive Oil,24
2023-05-28,Organic Green Tea,58
2023-05-28,Shampoo,31
2023-05-28,Sparkling Water,87
2023-05-28,Whole Wheat Bread,86
2023-05-29,Cat Food,39
2023-05-29,Chocolate Bars,28
2023-05-29,Coffee Beans,60
2023-05-29,Energy Drinks,54
2023-05-29,Laundry Detergent,21
2023-05-29,Olive Oil,32
2023-05-29,Organic Green Tea,63
2023-05-29,Shampoo,28
2023-05-29,Sparkling Water,80
2023-05-29,Whole Wheat Bread,71
2023-05-30,Cat Food,24
2023-05-30,Chocolate Bars,17
2023-05-30,Coffee Beans,42
2023-05-30,Energy Drinks,39
2023-05-30,Laundry Detergent,11
2023-05-30,Olive Oil,18
2023-05-30,Organic Green Tea,52
2023-05-30,Shampoo,22
2023-05-30,Sparkling Water,41
2023-05-30,Whole Wheat Bread,56
2023-05-31,Cat Food,32
2023-05-31,Chocolate Bars,23
2023-05-31,Coffee Beans,42
2023-05-31,Energy Drinks,30
2023-05-31,Laundry Detergent,14
2023-05-31,Olive Oil,20
2023-05-31,Organic Green Tea,37
2023-05-31,Shampoo,19
2023-05-31,Sparkling Water,66
2023-05-31,Whole Wheat Bread,45
2023-06-01,Cat Food,32
2023-06-01,Chocolate Bars,19
2023-06-01,Coffee Beans,38
2023-06-01,Energy Drinks,18
2023-06-01,Laundry Detergent,11
2023-06-01,Olive Oil,17
2023-06-01,Organic Green Tea,41
2023-06-01,Shampoo,18
2023-06-01,Sparkling Water,72
2023-06-01,Whole Wheat Bread,54
2023-06-02,Cat Food,25
2023-06-02,Chocolate Bars,11
2023-06-02,Coffee Beans,33
2023-06-02,Energy Drinks,48
2023-06-02,Laundry Detergent,11
2023-06-02,Olive Oil,17
2023-06-02,Organic Green Tea,49
2023-06-02,Shampoo,21
2023-06-02,Sparkling Water,71
2023-06-02,Whole Wheat Bread,50
2023-06-03,Cat Food,27
2023-06-03,Chocolate Bars,25
2023-06-03,Coffee Beans,49
2023-06-03,Energy Drinks,47
2023-06-03,Laundry Detergent,12
2023-06-03,Olive Oil,19
2023-06-03,Organic Green Tea,52
2023-06-03,Shampoo,22
2023-06-03,Sparkling Water,138
2023-06-03,Whole Wheat Bread,53
2023-06-04,Cat Food,25
2023-06-04,Chocolate Bars,26
2023-06-04,Coffee Beans,49
2023-06-04,Energy Drinks,42
2023-06-04,Laundry Detergent,11
2023-06-04,Olive Oil,15
2023-06-04,Organic Green Tea,59
2023-06-04,Shampoo,24
2023-06-04,Sparkling Water,93
2023-06-04,Whole Wheat Bread,52
2023-06-05,Cat Food,29
2023-06-05,Chocolate Bars,15
2023-06-05,Coffee Beans,32
2023-06-05,Energy Drinks,45
2023-06-05,Laundry Detergent,12
2023-06-05,Olive Oil,22
2023-06-05,Organic Green Tea,47
2023-06-05,Shampoo,18
2023-06-05,Sparkling Water,63
2023-06-05,Whole Wheat Bread,45
2023-06-06,Cat Food,29
2023-06-06,Chocolate Bars,20
2023-06-06,Coffee Beans,47
2023-06-06,Energy Drinks,34
2023-06-06,Laundry Detergent,13
2023-06-06,Olive Oil,14
2023-06-06,Organic Green Tea,42
2023-06-06,Shampoo,21
2023-06-06,Sparkling Water,68
2023-06-06,Whole Wheat Bread,52
2023-06-07,Cat Food,29
2023-06-07,Chocolate Bars,15
2023-06-07,Coffee Beans,39
2023-06-07,Energy Drinks,48
2023-06-07,Laundry Detergent,15
2023-06-07,Olive Oil,16
2023-06-07,Organic Green Tea,47
2023-06-07,Shampoo,20
2023-06-07,Sparkling Water,89
2023-06-07,Whole Wheat Bread,47
2023-06-08,Cat Food,28
2023-06-08,Chocolate Bars,19
2023-06-08,Coffee Beans,30
2023-06-08,Energy Drinks,44
2023-06-08,Laundry Detergent,12
2023-06-08,Olive Oil,19
2023-06-08,Organic Green Tea,50
2023-06-08,Shampoo,22
2023-06-08,Sparkling Water,75
2023-06-08,Whole Wheat Bread,37
2023-06-09,Cat Food,35
2023-06-09,Chocolate Bars,14
2023-06-09,Coffee Beans,40
2023-06-09,Energy Drinks,45
2023-06-09,Laundry Detergent,10
2023-06-09,Olive Oil,19
2023-06-09,Organic Green Tea,49
2023-06-09,Shampoo,18
2023-06-09,Sparkling Water,55
2023-06-09,Whole Wheat Bread,41
2023-06-10,Cat Food,24
2023-06-10,Chocolate Bars,14
2023-06-10,Coffee Beans,41
2023-06-10,Energy Drinks,35
2023-06-10,Laundry Detergent,15
2023-06-10,Olive Oil,18
2023-06-10,Organic Green Tea,52
2023-06-10,Shampoo,18
2023-06-10,Sparkling Water,103
2023-06-10,Whole Wheat Bread,50
2023-06-11,Cat Food,23
2023-06-11,Chocolate Bars,21
2023-06-11,Coffee Beans,53
